id,champion1_team1,champion2_team1,champion3_1,champion4_team1,champion5_team1,champion1_team2,champion2_team2,champion3_team2,champion4_team2,champion5_team2,winner
239,Akali,Bard,Ezreal,Graves,Jax,Annie,Brand,Hecarim,Lucian,Vladimir,team2
240,Caitlyn,Jarvan IV,Leona,Lux,Sett,Garen,Kha'Zix,LeBlanc,Miss Fortune,Thresh,team2
241,Gnar,Olaf,Rakan,Sion,Xayah,Ezreal,Heimerdinger,Morgana,Nidalee,Yone,team2
242,Ahri,Darius,Ezreal,Lux,Sylas,Brand,Kayn,Kindred,Miss Fortune,Senna,team2
243,Caitlyn,Darius,Kennen,Sett,Yone,Illaoi,Jhin,Nautilus,Orianna,Warwick,team2
244,Caitlyn,Darius,Fiddlesticks,Pyke,Qiyana,Ahri,Jinx,Kayle,Pantheon,Warwick,team2
245,Amumu,Jinx,Morgana,Sett,Yone,Ekko,Jhin,Nocturne,Senna,Sett,team1
246,Aatrox,Caitlyn,Katarina,Leona,Sett,Jhin,Lillia,Shen,Veigar,Yasuo,team1
247,Draven,Ekko,Malphite,Nocturne,Veigar,Caitlyn,Elise,Fizz,Miss Fortune,Soraka,team1
248,Akali,Evelynn,Miss Fortune,Xayah,Yone,Caitlyn,Malphite,Vi,Yasuo,Yone,team1
249,Jhin,Riven,Sylas,Veigar,Zyra,Ahri,Diana,Ezreal,Fiora,Yuumi,team2
250,Ashe,Darius,LeBlanc,Nocturne,Soraka,Caitlyn,Ekko,Nami,Riven,Zoe,team1
251,Kassadin,Lillia,Renekton,Senna,Vayne,Akali,Ezreal,Nunu & Willump,Sett,Yone,team1
252,Ashe,Lee Sin,Pyke,Riven,Yuumi,Ashe,Evelynn,Jhin,Nautilus,Xerath,team2
253,Brand,Jinx,Lux,Nasus,Yone,Kayle,Master Yi,Mordekaiser,Senna,Yone,team1
254,Ahri,Draven,Pyke,Vi,Yone,Kassadin,Lux,Sion,Vayne,Warwick,team2
255,Neeko,Senna,Shen,Warwick,Yuumi,Ahri,Jhin,Kayn,Volibear,Yasuo,team2
256,Ahri,Akali,Garen,Kai'Sa,Kayn,Fiora,Heimerdinger,Morgana,Shyvana,Tristana,team1
257,Caitlyn,Graves,Lux,Malzahar,Renekton,Garen,Irelia,Kai'Sa,Lulu,Nunu & Willump,team1
258,Galio,Jhin,Kayn,Pyke,Teemo,Camille,Leona,Nunu & Willump,Vayne,Zed,team1
259,Cassiopeia,Ezreal,Jayce,Kayn,Nami,Miss Fortune,Mordekaiser,Pyke,Vi,Zoe,team1
260,Ezreal,Nunu & Willump,Pyke,Sion,Syndra,Cho'Gath,Jhin,Morgana,Sejuani,Yone,team2
261,Braum,Lucian,Poppy,Vayne,Zoe,Ezreal,Jax,Leona,Mordekaiser,Xerath,team1
262,Katarina,Malphite,Nidalee,Shen,Yasuo,Ashe,Nami,Olaf,Veigar,Wukong,team2
263,Caitlyn,Mordekaiser,Quinn,Sejuani,Sett,Draven,Gragas,Olaf,Veigar,Wukong,team2
264,Galio,Jinx,Mordekaiser,Warwick,Yuumi,Akali,Rakan,Teemo,Wukong,Xayah,team1
265,Garen,Jinx,Kayn,Rakan,Veigar,Darius,Ekko,Kog'Maw,Lucian,Senna,team2
266,Kai'Sa,Urgot,Veigar,Zac,Zyra,Kayle,Lucian,Morgana,Vi,Yasuo,team1
267,Ahri,Akali,Draven,Hecarim,Rakan,Brand,Jhin,Karthus,Morgana,Ornn,team2
268,Ashe,Fiddlesticks,Galio,Sett,Shen,Katarina,Miss Fortune,Nasus,Nocturne,Yorick,team1
269,Ahri,Braum,Jax,Jhin,Tahm Kench,Ashe,Blitzcrank,Illaoi,Master Yi,Vladimir,team2
270,Draven,Garen,Graves,Xerath,Yone,Amumu,Corki,Pyke,Zed,Zoe,team1
271,Akali,Jhin,Kayn,Kled,Nami,Annie,Caitlyn,Darius,Hecarim,Lulu,team1
272,Akali,Jhin,Nunu & Willump,Shen,Yuumi,Fizz,Garen,Kai'Sa,Pyke,Rengar,team2
273,Diana,Kindred,Lulu,Twitch,Yorick,Aatrox,Akali,Jhin,Nami,Rengar,team2
274,Caitlyn,Ekko,Poppy,Riven,Yuumi,Lucian,Malzahar,Senna,Sylas,Warwick,team2
275,Blitzcrank,Cho'Gath,Fiddlesticks,Miss Fortune,Zed,Darius,Nami,Olaf,Rakan,Twitch,team1
276,Diana,Lillia,Lulu,Ryze,Vayne,Fizz,Jax,Leona,Lucian,Twitch,team2
277,Caitlyn,Diana,Pyke,Shyvana,Tahm Kench,Darius,Fiddlesticks,Malzahar,Miss Fortune,Soraka,team1
278,Cho'Gath,Ekko,Jhin,Lulu,Yasuo,Graves,Renekton,Varus,Yuumi,Ziggs,team1
279,Ashe,Fizz,Lulu,Teemo,Zac,Annie,Fiora,Karma,Shyvana,Sivir,team1
280,Ekko,Sett,Vayne,Yone,Yuumi,Ashe,Diana,Jax,Lulu,Tryndamere,team2
281,Darius,Kayn,Pyke,Xayah,Yone,Aphelios,Diana,Lee Sin,Malphite,Renekton,team1
282,Lulu,Senna,Shyvana,Yasuo,Yone,Darius,Leona,Rengar,Warwick,Yasuo,team1
283,Fizz,Lux,Riven,Tryndamere,Xayah,Darius,Ezreal,Irelia,Morgana,Volibear,team2
284,Nami,Olaf,Rengar,Vayne,Zed,Akali,Miss Fortune,Riven,Soraka,Vi,team2
285,Ezreal,Galio,Nasus,Shaco,Vladimir,Ahri,Caitlyn,Jax,Lee Sin,Lux,team1
286,Draven,Ekko,Gangplank,Nautilus,Rek'Sai,Akali,Caitlyn,Irelia,Lee Sin,Pyke,team2
287,Caitlyn,Gragas,Kayle,Lee Sin,Leona,Ashe,Irelia,Kayn,Lux,Orianna,team1
288,Riven,Sejuani,Tristana,Zed,Zyra,Blitzcrank,Camille,Hecarim,Kalista,Lux,team2
289,Brand,Darius,Ezreal,Fizz,Lee Sin,Jhin,Katarina,Nunu & Willump,Poppy,Yuumi,team1
290,Caitlyn,Camille,Lux,Malzahar,Vi,Fizz,Garen,Janna,Sejuani,Yasuo,team1
291,Hecarim,Kai'Sa,Senna,Volibear,Ziggs,Elise,Lucian,Morgana,Nasus,Vladimir,team1
292,Kayn,Malzahar,Nautilus,Twitch,Yorick,Ashe,Fizz,Garen,Morgana,Shyvana,team2
293,Janna,Kindred,Mordekaiser,Vayne,Volibear,Caitlyn,Olaf,Senna,Shyvana,Yasuo,team2
294,Akali,Braum,Evelynn,Kai'Sa,Kled,Garen,Jhin,Lillia,Nami,Yasuo,team1
295,Caitlyn,Shen,Sona,Vi,Zed,Jinx,Lulu,Mordekaiser,Twisted Fate,Zac,team1
296,Caitlyn,Ryze,Taric,Urgot,Zac,Ornn,Sett,Sylas,Tahm Kench,Xayah,team1
297,Ahri,Kalista,Lee Sin,Lillia,Zed,Neeko,Shen,Thresh,Warwick,Xayah,team1
298,Braum,Caitlyn,Fiora,Lillia,Zoe,Karma,Kayn,Orianna,Tristana,Vi,team2
299,Aatrox,Blitzcrank,Diana,Kayn,Tristana,Cassiopeia,Kha'Zix,Malphite,Tryndamere,Varus,team1
300,Ekko,LeBlanc,Lux,Sion,Tristana,Kayn,Lucian,Rengar,Syndra,Zoe,team1
301,Ezreal,Fiora,Malzahar,Pyke,Skarner,Aphelios,Fiddlesticks,Kayle,Pyke,Talon,team2
302,Janna,Nunu & Willump,Urgot,Vayne,Yasuo,Akali,Hecarim,Lulu,Master Yi,Renekton,team2
303,Fiora,Miss Fortune,Rengar,Sona,Wukong,Jinx,Lux,Teemo,Thresh,Zed,team2
304,Ashe,Katarina,Poppy,Warwick,Yuumi,Akali,Caitlyn,Fiora,Shaco,Tryndamere,team2
305,Fiora,Heimerdinger,Miss Fortune,Nunu & Willump,Rammus,Garen,Kayn,Lux,Miss Fortune,Yone,team1
306,Kai'Sa,Pyke,Teemo,Vi,Yone,Ashe,Kai'Sa,Sejuani,Ziggs,Zoe,team1
307,Fizz,Jax,Kog'Maw,Morgana,Vayne,Fiora,Master Yi,Miss Fortune,Mordekaiser,Xerath,team1
308,Akali,Amumu,Fiora,Jhin,Veigar,Amumu,Ashe,Morgana,Pantheon,Shen,team1
309,Ekko,Jhin,Katarina,Lillia,Riven,Akali,Ashe,Kha'Zix,Pantheon,Renekton,team1
310,Gangplank,Pyke,Yasuo,Yone,Zed,Miss Fortune,Pyke,Renekton,Riven,Zed,team2
311,Darius,Lux,Master Yi,Riven,Veigar,Caitlyn,Darius,Pyke,Tristana,Warwick,team2
312,Ashe,Gangplank,Gragas,Lucian,Thresh,Darius,Jhin,Kayn,Senna,Veigar,team1
313,Kayn,Lee Sin,Lulu,Orianna,Veigar,Bard,Ezreal,Nocturne,Shen,Twisted Fate,team1
314,Fiora,Lee Sin,Lux,Swain,Xayah,Camille,Draven,Fizz,Nocturne,Rakan,team2
315,Caitlyn,Jinx,Master Yi,Sett,Taric,Akali,Ashe,Fiora,Nautilus,Trundle,team1
316,Kayle,Rakan,Volibear,Xayah,Ziggs,Ashe,Skarner,Sylas,Thresh,Urgot,team2
317,Akali,Leona,Nasus,Udyr,Yone,Galio,Karma,Nunu & Willump,Shen,Vayne,team1
318,Jhin,Leona,Lux,Pantheon,Sejuani,Ekko,Maokai,Pyke,Xayah,Zed,team1
319,Cassiopeia,Kayn,Lucian,Mordekaiser,Senna,Braum,Gragas,Miss Fortune,Riven,Yone,team2
320,Darius,Galio,Jinx,Nunu & Willump,Vel'Koz,Jhin,Lee Sin,Morgana,Tryndamere,Vayne,team2
321,Irelia,Rakan,Vi,Xayah,Yone,Katarina,Lux,Varus,Vladimir,Warwick,team1
322,Garen,Jhin,Kha'Zix,Morgana,Ryze,Caitlyn,Ekko,Orianna,Xerath,Ziggs,team1
323,Akali,Kayn,Lucian,Lux,Urgot,Garen,Leona,Miss Fortune,Vi,Yasuo,team1
324,Akali,Garen,Kai'Sa,Malzahar,Rammus,Darius,Kayn,Miss Fortune,Nautilus,Zed,team2
325,Akali,Ivern,Kog'Maw,Swain,Veigar,Evelynn,Garen,Jhin,Lux,Yone,team1
326,Gragas,Sona,Tristana,Vayne,Volibear,Leona,Malzahar,Miss Fortune,Riven,Veigar,team2
327,Aurelion Sol,Ekko,Ezreal,Jax,Pyke,Lucian,Malphite,Orianna,Sion,Vayne,team1
328,Ahri,Malphite,Shen,Vel'Koz,Vladimir,Jinx,Mordekaiser,Shyvana,Yasuo,Yuumi,team2
329,Ahri,Kha'Zix,Lucian,Senna,Teemo,Akali,Jarvan IV,Nami,Sion,Vayne,team2
330,Diana,Ornn,Sejuani,Vayne,Xerath,Caitlyn,LeBlanc,Master Yi,Mordekaiser,Pyke,team2
331,Anivia,Janna,Jarvan IV,Miss Fortune,Teemo,Kayn,Lucian,Thresh,Vayne,Vladimir,team1
332,Azir,Draven,Hecarim,Malphite,Renekton,Akali,Miss Fortune,Nunu & Willump,Shaco,Yone,team2
333,Diana,Garen,Jhin,Kayn,Thresh,Ashe,Janna,Lux,Mordekaiser,Zac,team1
334,Hecarim,Kayle,Varus,Vladimir,Zyra,Caitlyn,Diana,Galio,Olaf,Tryndamere,team1
335,Ezreal,Irelia,Leona,Lillia,Twitch,Garen,Jax,Jinx,Malzahar,Yuumi,team2
336,Amumu,Draven,Lux,Malzahar,Wukong,Ahri,Ashe,Irelia,Lulu,Nunu & Willump,team1
337,Irelia,Jhin,Rakan,Xerath,Zac,Kayle,Lux,Miss Fortune,Nocturne,Volibear,team2
338,Aatrox,Ashe,Kayn,Neeko,Yuumi,Ezreal,Fizz,Jax,Leona,Renekton,team1
339,Amumu,Caitlyn,Illaoi,Swain,Tahm Kench,Darius,Diana,Ezreal,Senna,Volibear,team2
340,Aatrox,Ekko,Miss Fortune,Nami,Yasuo,Caitlyn,Kayle,Pyke,Warwick,Ziggs,team1
341,Aatrox,Brand,Kai'Sa,Lux,Warwick,Azir,Bard,Draven,Lee Sin,Ornn,team1
342,Aatrox,Ashe,Bard,Olaf,Sylas,Lillia,Lulu,Maokai,Tristana,Zed,team2
343,Bard,Kayle,Lucian,Rammus,Yasuo,Ashe,Garen,Kayn,Thresh,Yone,team2
344,Garen,Vayne,Yasuo,Yuumi,Zac,Akali,Brand,Camille,Jhin,Nautilus,team1
345,Illaoi,Irelia,Jax,Jhin,Swain,Azir,Karma,Urgot,Vayne,Yone,team2
346,Ashe,Blitzcrank,Garen,Ivern,Lux,Braum,Diana,Lillia,Skarner,Vayne,team2
347,Jhin,Kayn,Leona,Malphite,Ryze,Darius,Kindred,Lucian,Xerath,Yuumi,team1
348,Kai'Sa,Kayn,Lulu,Orianna,Poppy,Jhin,Lux,Sett,Thresh,Wukong,team2
349,Ezreal,Garen,LeBlanc,Rammus,Vel'Koz,Kayn,Lucian,Lux,Senna,Teemo,team1
350,Ashe,Lulu,Master Yi,Shen,Swain,Akali,Draven,Lux,Nunu & Willump,Ornn,team1
351,Hecarim,Irelia,Jhin,Morgana,Orianna,Amumu,Kassadin,Lux,Riven,Vayne,team2
352,Ashe,Fizz,Morgana,Nunu & Willump,Sett,Ezreal,Kindred,Nami,Urgot,Vladimir,team2
353,Ekko,Kai'Sa,Master Yi,Nami,Volibear,Irelia,Jhin,Leona,Rengar,Tryndamere,team2
354,Caitlyn,Morgana,Nunu & Willump,Pantheon,Viktor,Anivia,Galio,Kai'Sa,Lulu,Vi,team1
355,Ahri,Fiddlesticks,Jax,Kai'Sa,Nautilus,Ekko,Lux,Nami,Sett,Vayne,team1
356,Camille,Mordekaiser,Soraka,Warwick,Xayah,Ezreal,Garen,Lee Sin,Talon,Yuumi,team1
357,Ahri,Caitlyn,Dr. Mundo,Nami,Renekton,Ashe,Graves,Lux,Senna,Urgot,team1
358,Aphelios,Blitzcrank,Camille,Graves,Katarina,Ashe,Lux,Tristana,Urgot,Vi,team2
359,Caitlyn,Kayn,Leona,Malzahar,Riven,Jax,Sejuani,Sivir,Vel'Koz,Xin Zhao,team2
360,Darius,Diana,Karthus,Lucian,Lulu,Brand,Caitlyn,Kassadin,Master Yi,Riven,team2
361,Maokai,Sejuani,Thresh,Vayne,Veigar,Ekko,Gnar,Kai'Sa,Leona,Yasuo,team1
362,Aphelios,Kha'Zix,LeBlanc,Lulu,Pantheon,Kayn,Lux,Senna,Wukong,Zed,team2
363,Darius,Ezreal,Fiddlesticks,Morgana,Zed,Diana,Malphite,Soraka,Vayne,Warwick,team2
364,Caitlyn,Jarvan IV,Mordekaiser,Rumble,Taric,Amumu,Ezreal,Lucian,Nasus,Thresh,team2
365,Hecarim,Lucian,Orianna,Sett,Thresh,Ahri,Draven,Kayn,Mordekaiser,Taric,team1
366,Darius,Ezreal,Hecarim,Lux,Soraka,Lillia,Morgana,Skarner,Teemo,Varus,team2
367,Ashe,Blitzcrank,Jax,Neeko,Nocturne,Fiora,Karma,Kog'Maw,Lulu,Volibear,team2
368,Brand,Jax,Urgot,Vayne,Yasuo,Ashe,Lee Sin,Nasus,Nautilus,Veigar,team2
369,Azir,Bard,Dr. Mundo,Hecarim,Jhin,Aatrox,Jinx,Master Yi,Soraka,Vladimir,team1
370,Gnar,Lulu,Poppy,Tristana,Veigar,Ahri,Leona,Mordekaiser,Senna,Vi,team1
371,Akali,Caitlyn,Leona,Sett,Shaco,Ahri,Ezreal,Kha'Zix,Lux,Trundle,team1
372,Aurelion Sol,Irelia,Nami,Nunu & Willump,Xayah,Ekko,Janna,Katarina,Sett,Vayne,team2
373,Aphelios,Hecarim,Nami,Neeko,Urgot,Galio,Jhin,Lulu,Shaco,Vladimir,team1
374,Ezreal,Master Yi,Pyke,Rengar,Yone,Ekko,Jhin,Lulu,Yasuo,Zac,team2
375,Garen,Jhin,Swain,Volibear,Xerath,Kai'Sa,Karma,Mordekaiser,Nunu & Willump,Vladimir,team2
376,Akali,Sett,Thresh,Vayne,Zac,Camille,Ezreal,Malphite,Neeko,Warwick,team2
377,Galio,Lucian,Master Yi,Thresh,Trundle,Draven,Kha'Zix,Nautilus,Sion,Sylas,team2
378,Jinx,Lillia,Lux,Trundle,Yasuo,Ashe,Darius,Kassadin,Thresh,Vi,team1
379,Jax,Poppy,Sylas,Thresh,Xayah,Galio,Hecarim,Jhin,Lux,Vayne,team1
380,Akali,Garen,Hecarim,Senna,Taric,Lucian,Nunu & Willump,Poppy,Thresh,Zed,team1
381,Jhin,Master Yi,Ryze,Sett,Soraka,Draven,Ezreal,Nami,Shaco,Vladimir,team1
382,Garen,Kai'Sa,Leona,Shaco,Zed,Ashe,Corki,Fiddlesticks,Thresh,Yorick,team1
383,Hecarim,Jinx,Kayle,Soraka,Viktor,Amumu,Caitlyn,Kassadin,Lulu,Yasuo,team2
384,Ahri,Graves,Riven,Sona,Vayne,Cho'Gath,Jax,Lux,Miss Fortune,Twisted Fate,team2
385,Ashe,Garen,Olaf,Qiyana,Thresh,Lucian,Lux,Orianna,Volibear,Yasuo,team2
386,Caitlyn,Jax,Malphite,Urgot,Zed,Ezreal,Kayle,LeBlanc,Lux,Sylas,team2
387,Alistar,Jinx,Olaf,Orianna,Ornn,Ezreal,LeBlanc,Lux,Shen,Volibear,team2
388,Ahri,Kog'Maw,Lee Sin,Mordekaiser,Taric,Lux,Ornn,Vayne,Vi,Ziggs,team2
389,Ezreal,Lux,Malphite,Vi,Ziggs,Ahri,Caitlyn,Kha'Zix,Maokai,Nautilus,team1
390,Ezreal,Galio,Lissandra,Shaco,Xin Zhao,Diana,Gnar,Lux,Miss Fortune,Nunu & Willump,team1
391,Diana,Ekko,Garen,Lux,Sivir,Caitlyn,Fiddlesticks,Karma,Malphite,Mordekaiser,team2
392,Aurelion Sol,Ezreal,Jax,Lux,Senna,Jarvan IV,Kayn,Lucian,Pyke,Vladimir,team1
393,Katarina,Sivir,Taric,Volibear,Yorick,Jarvan IV,Jhin,Kayn,Senna,Shen,team2
394,Aphelios,Jarvan IV,Sona,Vladimir,Yone,Camille,Hecarim,Rumble,Senna,Taric,team2
395,Ahri,Jhin,Master Yi,Urgot,Vel'Koz,Caitlyn,Kha'Zix,Leona,Orianna,Renekton,team1
396,Caitlyn,Senna,Veigar,Volibear,Yone,Draven,Nidalee,Ornn,Taliyah,Warwick,team1
397,Pyke,Sejuani,Senna,Shen,Yone,Ekko,Ezreal,Gangplank,Lillia,Sona,team2
398,Ashe,Illaoi,Sona,Veigar,Volibear,Galio,Kayn,Master Yi,Senna,Vladimir,team1
399,Akali,Nautilus,Senna,Sett,Volibear,Garen,Kai'Sa,Rengar,Yone,Yuumi,team2
400,Ahri,Jax,Senna,Vladimir,Yone,Ashe,Irelia,Vi,Viktor,Zyra,team1
401,Akali,Braum,Nocturne,Pantheon,Sivir,Amumu,Caitlyn,Katarina,Yasuo,Zyra,team2
402,Katarina,Lee Sin,Lucian,Shyvana,Vel'Koz,Blitzcrank,Camille,Ekko,Jhin,Yasuo,team2
403,Darius,Morgana,Twitch,Vi,Yasuo,Ashe,Gnar,Katarina,Kayn,Sona,team1
404,Draven,Hecarim,Leona,Vladimir,Yasuo,Gnar,Graves,Heimerdinger,Thresh,Twitch,team2
405,Ahri,Darius,Jhin,LeBlanc,Volibear,Dr. Mundo,Lux,Miss Fortune,Warwick,Yasuo,team2
406,Garen,Irelia,Lux,Sivir,Xin Zhao,Caitlyn,Kayn,LeBlanc,Senna,Tryndamere,team1
407,Annie,Lucian,Lux,Sett,Shen,Aatrox,Caitlyn,Lissandra,Senna,Volibear,team2
408,Darius,Nocturne,Senna,Sona,Talon,Aatrox,Jinx,Kayn,Morgana,Yasuo,team1
409,Evelynn,Garen,Taric,Xayah,Yone,Blitzcrank,Jax,Lucian,Riven,Teemo,team2
410,Ashe,Hecarim,Lux,Shaco,Taric,Camille,Jarvan IV,Lucian,Swain,Syndra,team1
411,Ahri,Ashe,Camille,Jarvan IV,Nami,Ekko,Irelia,Jhin,Poppy,Yuumi,team1
412,Caitlyn,Graves,Lulu,Malphite,Zed,Ashe,Hecarim,Irelia,Katarina,Yuumi,team2
413,Ekko,Gnar,Miss Fortune,Orianna,Shaco,Alistar,Graves,Lucian,Teemo,Yasuo,team1
414,Akali,Anivia,Camille,Nocturne,Yasuo,Ashe,Graves,Kayle,Sylas,Yuumi,team2
415,Caitlyn,Lillia,Senna,Syndra,Volibear,Akali,Alistar,Kha'Zix,Lucian,Sett,team2
416,Ahri,Lulu,Rengar,Senna,Vladimir,Galio,Leona,Shen,Warwick,Xayah,team2
417,Caitlyn,Lux,Mordekaiser,Sett,Zed,Alistar,Ekko,Irelia,Vladimir,Yasuo,team1
418,Alistar,Malzahar,Maokai,Olaf,Vayne,Camille,Senna,Shyvana,Swain,Yone,team2
419,Ahri,Darius,Fiddlesticks,Lulu,Tristana,Blitzcrank,Fiora,Lee Sin,Syndra,Twitch,team1
420,Dr. Mundo,Draven,Jinx,Pyke,Yone,Camille,Mordekaiser,Thresh,Twitch,Zac,team1
421,Ahri,Braum,Gragas,Twitch,Zed,Fizz,Malphite,Swain,Tristana,Vi,team1
422,Braum,Camille,Corki,Hecarim,Twitch,Garen,Jhin,Pyke,Qiyana,Vi,team1
423,Akali,Alistar,Garen,Kayn,Lucian,Anivia,Miss Fortune,Tryndamere,Vi,Yone,team1
424,Caitlyn,Garen,Sejuani,Yone,Zac,Ekko,Master Yi,Shen,Taric,Xayah,team2
425,Kayn,Malphite,Mordekaiser,Nami,Yasuo,Garen,Miss Fortune,Rengar,Vayne,Zyra,team1
426,Nami,Riven,Sivir,Syndra,Vi,Amumu,Cassiopeia,Lux,Miss Fortune,Yone,team2
427,Akali,Kalista,Master Yi,Neeko,Thresh,Jhin,Kled,Nami,Rammus,Yone,team2
428,Ahri,Aphelios,Master Yi,Mordekaiser,Veigar,Jinx,Kayle,Malzahar,Warwick,Zyra,team1
429,Ashe,Brand,Fiddlesticks,Orianna,Yone,Aatrox,Galio,Kha'Zix,Miss Fortune,Twisted Fate,team2
430,Graves,Mordekaiser,Rakan,Swain,Veigar,Ekko,Kha'Zix,Nasus,Shaco,Soraka,team2
431,Fiddlesticks,Kai'Sa,Kennen,Kha'Zix,Yone,Cho'Gath,Darius,Lulu,Miss Fortune,Yasuo,team2
432,Akali,Cho'Gath,Lucian,Sett,Yuumi,Darius,Master Yi,Miss Fortune,Neeko,Soraka,team2
433,Caitlyn,Jax,Lux,Malphite,Yone,Fizz,Galio,Nunu & Willump,Yasuo,Yorick,team1
434,Caitlyn,Katarina,Lulu,Rengar,Zac,Graves,Jinx,Pyke,Sett,Ziggs,team1
435,Gnar,Karma,Lucian,Sejuani,Sett,Aphelios,Jax,Morgana,Orianna,Warwick,team1
436,Darius,Hecarim,Kai'Sa,Thresh,Tryndamere,Alistar,Gnar,Jarvan IV,Sylas,Yasuo,team1
437,Fiddlesticks,Lucian,Morgana,Renekton,Yone,Ashe,Garen,Leona,Zac,Zoe,team1
438,Jhin,Lux,Master Yi,Nami,Volibear,Ekko,Katarina,Miss Fortune,Nautilus,Ornn,team2
439,Darius,Jax,Karma,Rumble,Vayne,Kai'Sa,Lee Sin,Ornn,Senna,Vel'Koz,team2
440,Galio,Jhin,Kayn,Nautilus,Yone,Garen,Karma,Lucian,Master Yi,Orianna,team2
441,Darius,Fizz,Hecarim,Lucian,Pyke,Caitlyn,Rammus,Shen,Thresh,Yone,team1
442,Darius,Jax,Lucian,Malzahar,Senna,Blitzcrank,Jhin,Kayle,Lee Sin,Yone,team1
443,Janna,Jax,Kayle,Lucian,Xayah,Garen,Lee Sin,Sylas,Vayne,Yasuo,team1
444,Akali,Brand,Darius,Lucian,Thresh,Caitlyn,Kha'Zix,Shen,Vel'Koz,Zoe,team2
445,Diana,Ekko,Garen,Lucian,Senna,Caitlyn,Katarina,Kayn,Kled,Thresh,team1
446,Ashe,Kayn,Sett,Thresh,Veigar,Ekko,Garen,Lulu,Vayne,Yasuo,team1
447,Jax,Lucian,Mordekaiser,Sona,Zoe,Caitlyn,Fiora,Galio,Morgana,Zac,team2
448,Caitlyn,Kayle,Olaf,Sona,Zilean,Irelia,Jinx,Pyke,Ryze,Zac,team1
449,Amumu,Brand,Ekko,Gnar,Miss Fortune,Ezreal,Fiora,Karma,Orianna,Poppy,team2
450,Akali,Garen,Nunu & Willump,Taric,Xayah,Caitlyn,Camille,Ekko,Galio,Tahm Kench,team1
451,Annie,Gangplank,Jarvan IV,Yasuo,Yone,Akali,Fiddlesticks,Kayn,Shaco,Yasuo,team2
452,Ahri,Akali,Lee Sin,Vayne,Yasuo,Bard,Ezreal,Tryndamere,Udyr,Yasuo,team1
453,Caitlyn,Diana,Rek'Sai,Twitch,Yuumi,Akali,Irelia,Kai'Sa,Tahm Kench,Vi,team1
454,Blitzcrank,Fiora,Lucian,Nocturne,Zed,Ashe,Ekko,Kayn,Tahm Kench,Vayne,team2
455,Cassiopeia,Jhin,Kalista,Veigar,Volibear,Ashe,Fiddlesticks,Sett,Soraka,Wukong,team1
456,Akali,Ekko,Fiora,Leona,Renekton,Ashe,Galio,Jax,Shen,Sona,team1
457,Jhin,Kayn,Lux,Sion,Wukong,Cassiopeia,Ezreal,Nautilus,Shen,Tristana,team1
458,Ivern,Karma,Lucian,Miss Fortune,Sett,Ekko,Jax,Tristana,Vel'Koz,Zoe,team1
459,Garen,Hecarim,Jhin,Morgana,Wukong,Caitlyn,Galio,Kled,Volibear,Zed,team2
460,Ezreal,Jax,Kayn,Pyke,Yasuo,Garen,Malphite,Master Yi,Wukong,Xayah,team2
461,Jinx,Veigar,Wukong,Xerath,Ziggs,Annie,Galio,Heimerdinger,Master Yi,Miss Fortune,team1
462,Ekko,Lillia,Lux,Pantheon,Xayah,Ashe,Lulu,Shaco,Vladimir,Wukong,team2
463,Alistar,Gnar,Lee Sin,Vayne,Viktor,LeBlanc,Lillia,Miss Fortune,Thresh,Yone,team2
464,Draven,Gangplank,Kayn,Nasus,Pyke,Garen,Jhin,Lucian,Pantheon,Soraka,team2
465,Diana,Irelia,Jhin,Kayn,Thresh,Ahri,Aphelios,Jax,Leona,Sett,team1
466,Aatrox,Ezreal,Malphite,Yone,Yuumi,Annie,Ashe,Nunu & Willump,Pantheon,Shen,team2
467,Evelynn,Lulu,Malphite,Miss Fortune,Yasuo,Caitlyn,Lux,Ryze,Skarner,Urgot,team1
468,Amumu,Irelia,Jinx,Mordekaiser,Nautilus,Garen,Karma,Sona,Twitch,Vi,team2
469,Master Yi,Nami,Shen,Taric,Vayne,Fizz,Hecarim,Jinx,Malphite,Thresh,team1
470,Amumu,Ashe,Lux,Mordekaiser,Thresh,Camille,Ezreal,Renekton,Vel'Koz,Zed,team2
471,Akali,Jinx,Morgana,Nasus,Zac,Amumu,Leona,Miss Fortune,Teemo,Veigar,team1
472,Caitlyn,Gangplank,Jarvan IV,Morgana,Yone,Ashe,Kha'Zix,Nami,Wukong,Zoe,team1
473,Hecarim,Kled,Kog'Maw,Lulu,Yone,Graves,Malzahar,Nasus,Senna,Taliyah,team2
474,Ashe,Evelynn,Maokai,Thresh,Vladimir,Azir,Kog'Maw,Lulu,Shen,Vi,team2
475,Caitlyn,Evelynn,Gangplank,Pyke,Yasuo,Ashe,Nasus,Pantheon,Thresh,Twitch,team1
476,Caitlyn,Cho'Gath,Lux,Morgana,Teemo,Alistar,Hecarim,Jhin,Quinn,Veigar,team1
477,Blitzcrank,Caitlyn,Ekko,Nasus,Xin Zhao,Jhin,Pantheon,Pyke,Teemo,Yasuo,team1
478,Caitlyn,Morgana,Volibear,Yuumi,Zed,Irelia,Nunu & Willump,Senna,Vel'Koz,Vladimir,team2
479,Brand,Darius,Ezreal,Hecarim,Swain,Caitlyn,LeBlanc,Lux,Sejuani,Tryndamere,team1
480,Irelia,Malzahar,Miss Fortune,Rakan,Volibear,Lulu,Mordekaiser,Rammus,Tristana,Zed,team2
